ID,SalaryPY,SalaryCY,BonusPY,BonusCY,Region,Title,Years,Reports,Review,Sector,Level,Career,Office,Floor,Retirement
62,1990313,2373678,5921842,7068679,AIPAC,MD,20,382,Positive,Law,Executive,Senior,Corner,37,Ineligible
71,91617,99355,48648,55634,AIPAC,Associate,3,3,Neutral,Pharma,Junior,Junior,Cubicle,34,Ineligible
72,299396,300836,242908,242021,AIPAC,VP,15,34,Positive,Media,VP,Senior,Shared,38,Ineligible
76,68840,76934,19898,23321,AIPAC,Analyst,3,0,Neutral,Retail,Junior,Junior,Cubicle,25,Ineligible
83,93998,94380,48431,47878,AIPAC,Associate,4,4,Neutral,Tech,Junior,Junior,Cubicle,12,Ineligible
89,1772055,2193897,5283001,6543414,AIPAC,MD,27,331,Positive,Pharma,Executive,Senior,Corner,46,Eligible
90,276630,328335,229492,260624,AIPAC,VP,13,31,Positive,Tech,VP,Senior,Shared,43,Ineligible
92,51524,53690,13939,15759,AIPAC,Analyst,2,0,Negative,Media,Junior,Junior,Cubicle,4,Ineligible
95,66651,68060,17029,20629,AIPAC,Analyst,2,0,Negative,Retail,Junior,Junior,Cubicle,6,Ineligible
96,243284,286771,187207,233470,AIPAC,VP,12,28,Neutral,Tech,VP,Senior,Shared,6,Ineligible
103,78019,76080,31637,27226,AIPAC,Analyst,2,0,Positive,Pharma,Junior,Junior,Cubicle,23,Ineligible
106,1986815,2330268,5936960,7095974,AIPAC,MD,17,382,Positive,Real Estate,Executive,Senior,Corner,19,Ineligible
121,1840643,2438819,5564851,7314046,AIPAC,MD,15,357,Neutral,Pharma,Executive,Senior,Corner,28,Ineligible
122,99131,100176,50742,53824,AIPAC,Associate,5,2,Positive,Pharma,Junior,Junior,Cubicle,44,Ineligible
124,61811,68967,17495,20053,AIPAC,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,18,Ineligible
129,63096,61821,16865,19601,AIPAC,Analyst,3,0,Neutral,Retail,Junior,Junior,Cubicle,14,Ineligible
137,111269,122051,59074,64817,AIPAC,Associate,5,4,Positive,Retail,Junior,Junior,Cubicle,14,Ineligible
138,70131,69376,17953,20365,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,46,Ineligible
140,107545,115010,55487,54726,AIPAC,Associate,7,3,Positive,Retail,Junior,Junior,Cubicle,31,Ineligible
145,102127,107996,52887,54759,AIPAC,Associate,4,2,Positive,Law,Junior,Junior,Cubicle,39,Ineligible
146,64627,67511,18730,14202,AIPAC,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,13,Ineligible
151,89173,93384,44254,40898,AIPAC,Associate,4,4,Negative,Real Estate,Junior,Junior,Cubicle,27,Ineligible
152,90690,89234,48382,46286,AIPAC,Associate,5,3,Neutral,Real Estate,Junior,Junior,Cubicle,24,Ineligible
154,63733,68004,18914,23548,AIPAC,Analyst,2,0,Neutral,Tech,Junior,Junior,Cubicle,38,Ineligible
159,83656,83493,24635,22581,AIPAC,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,3,Ineligible
165,110952,112648,58419,56266,AIPAC,Associate,5,4,Positive,Pharma,Junior,Junior,Cubicle,45,Ineligible
166,65246,70794,15399,21331,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,43,Ineligible
171,69826,70174,23211,21186,AIPAC,Analyst,3,0,Neutral,Pharma,Junior,Junior,Cubicle,16,Ineligible
174,66943,68531,18287,20050,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,7,Ineligible
184,75162,83918,24853,25855,AIPAC,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,19,Ineligible
190,64752,67634,21636,17117,AIPAC,Analyst,3,0,Neutral,Tech,Junior,Junior,Cubicle,30,Ineligible
193,101904,110476,53481,51855,AIPAC,Associate,6,3,Neutral,Media,Junior,Junior,Cubicle,10,Ineligible
199,75370,72579,20347,23056,AIPAC,Analyst,2,0,Positive,Retail,Junior,Junior,Cubicle,33,Ineligible
205,112690,118250,55236,55349,AIPAC,Associate,7,2,Positive,Retail,Junior,Junior,Cubicle,43,Ineligible
208,258564,293404,184527,255246,AIPAC,VP,14,30,Neutral,Law,VP,Senior,Shared,33,Ineligible
214,61879,71067,18424,23317,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,27,Ineligible
216,62862,62580,16388,19983,AIPAC,Analyst,3,0,Neutral,Tech,Junior,Junior,Cubicle,36,Ineligible
217,63881,70353,18613,20360,AIPAC,Analyst,1,0,Neutral,Real Estate,Junior,Junior,Cubicle,26,Ineligible
220,58681,56370,18573,17757,AIPAC,Analyst,3,0,Negative,Pharma,Junior,Junior,Cubicle,47,Ineligible
226,65635,69638,20119,22598,AIPAC,Analyst,2,0,Neutral,Real Estate,Junior,Junior,Cubicle,31,Ineligible
227,118007,128135,59075,59473,AIPAC,Associate,4,4,Positive,Real Estate,Junior,Junior,Cubicle,2,Ineligible
229,66091,70683,16755,17216,AIPAC,Analyst,3,0,Neutral,Pharma,Junior,Junior,Cubicle,37,Ineligible
230,64933,68294,20743,20335,AIPAC,Analyst,3,0,Neutral,Real Estate,Junior,Junior,Cubicle,31,Ineligible
232,74134,84877,23056,22372,AIPAC,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,45,Ineligible
236,61761,67381,19818,22169,AIPAC,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,7,Ineligible
237,59651,66518,14549,19932,AIPAC,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,13,Ineligible
239,63108,66859,14601,19409,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,15,Ineligible
240,62770,60469,18306,16821,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,27,Ineligible
251,263392,285687,219626,223336,AIPAC,VP,20,24,Positive,Real Estate,VP,Senior,Shared,37,Ineligible
252,66591,67249,18066,18753,AIPAC,Analyst,3,0,Neutral,Media,Junior,Junior,Cubicle,28,Ineligible
254,1977736,2395640,5897852,7147396,AIPAC,MD,20,381,Neutral,Real Estate,Executive,Senior,Corner,35,Ineligible
256,69223,71848,21368,21725,AIPAC,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,21,Ineligible
259,65802,65543,19766,23010,AIPAC,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,29,Ineligible
260,60979,66161,18030,14843,AIPAC,Analyst,2,0,Neutral,Tech,Junior,Junior,Cubicle,36,Ineligible
280,72339,77725,19589,23324,AIPAC,Analyst,3,0,Neutral,Retail,Junior,Junior,Cubicle,29,Ineligible
281,64450,62583,23008,18023,AIPAC,Analyst,2,0,Neutral,Law,Junior,Junior,Cubicle,5,Ineligible
282,66481,76677,21473,27697,AIPAC,Analyst,3,0,Neutral,Tech,Junior,Junior,Cubicle,25,Ineligible
295,239752,270452,194448,206470,AIPAC,VP,7,27,Positive,Retail,VP,Senior,Shared,21,Ineligible
302,244003,289463,196594,230904,AIPAC,VP,12,25,Positive,Pharma,VP,Senior,Shared,36,Ineligible
306,69517,73007,20522,21675,AIPAC,Analyst,3,0,Neutral,Tech,Junior,Junior,Cubicle,42,Ineligible
312,111577,123776,59696,59828,AIPAC,Associate,6,2,Positive,Media,Junior,Junior,Cubicle,4,Ineligible
320,250862,288057,198307,234945,AIPAC,VP,19,25,Neutral,Pharma,VP,Senior,Shared,33,Ineligible
330,99405,105697,50746,53411,AIPAC,Associate,5,4,Neutral,Real Estate,Junior,Junior,Cubicle,2,Ineligible
332,228950,252088,185465,218447,AIPAC,VP,9,23,Positive,Tech,VP,Senior,Shared,6,Ineligible
336,1636146,2025740,4863405,6020844,AIPAC,MD,16,312,Neutral,Real Estate,Executive,Senior,Corner,4,Ineligible
337,1831878,2310076,5513643,6956645,AIPAC,MD,17,352,Negative,Law,Executive,Senior,Corner,12,Ineligible
345,253352,291595,206535,225513,AIPAC,VP,12,31,Neutral,Real Estate,VP,Senior,Shared,1,Ineligible
346,59299,65380,18656,17977,AIPAC,Analyst,1,0,Neutral,Tech,Junior,Junior,Cubicle,20,Ineligible
354,74734,79367,21718,23362,AIPAC,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,32,Ineligible
357,111683,118514,53017,58548,AIPAC,Associate,6,3,Positive,Real Estate,Junior,Junior,Cubicle,27,Ineligible
363,108662,121628,53642,55890,AIPAC,Associate,4,2,Positive,Real Estate,Junior,Junior,Cubicle,24,Ineligible
367,85896,89144,44107,46317,AIPAC,Associate,4,2,Neutral,Pharma,Junior,Junior,Cubicle,42,Ineligible
368,76104,81589,21219,24587,AIPAC,Analyst,1,0,Positive,Retail,Junior,Junior,Cubicle,20,Ineligible
374,80706,95133,26861,24986,AIPAC,Analyst,2,0,Positive,Pharma,Junior,Junior,Cubicle,11,Ineligible
375,82159,88507,29203,26314,AIPAC,Analyst,2,0,Positive,Pharma,Junior,Junior,Cubicle,9,Ineligible
386,84337,87100,30997,27083,AIPAC,Analyst,2,0,Positive,Retail,Junior,Junior,Cubicle,16,Ineligible
389,72581,73752,16993,24907,AIPAC,Analyst,1,0,Positive,Media,Junior,Junior,Cubicle,10,Ineligible
394,64055,66836,21707,16890,AIPAC,Analyst,3,0,Neutral,Pharma,Junior,Junior,Cubicle,29,Ineligible
398,89749,92220,42885,50728,AIPAC,Associate,4,3,Neutral,Tech,Junior,Junior,Cubicle,27,Ineligible
399,1757719,2297562,5316691,6979372,AIPAC,MD,18,336,Neutral,Pharma,Executive,Senior,Corner,8,Ineligible
404,63830,61377,17936,19108,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,6,Ineligible
406,109344,118584,51644,56997,AIPAC,Associate,7,3,Neutral,Media,Junior,Junior,Cubicle,32,Ineligible
408,235551,230486,188107,190123,AIPAC,VP,8,29,Neutral,Retail,VP,Senior,Shared,12,Ineligible
410,61039,69575,16072,22369,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,33,Ineligible
411,68166,71149,21230,24291,AIPAC,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,45,Ineligible
412,1791122,2124491,5366453,6351767,AIPAC,MD,22,339,Positive,Pharma,Executive,Senior,Corner,29,Eligible
416,99955,107187,49349,53987,AIPAC,Associate,5,2,Positive,Tech,Junior,Junior,Cubicle,2,Ineligible
417,117779,121710,62494,63903,AIPAC,Associate,5,5,Positive,Real Estate,Junior,Junior,Cubicle,40,Ineligible
419,105263,111199,50047,55110,AIPAC,Associate,3,3,Positive,Real Estate,Junior,Junior,Cubicle,20,Ineligible
420,108778,110607,53660,55612,AIPAC,Associate,6,3,Positive,Retail,Junior,Junior,Cubicle,29,Ineligible
422,59432,64070,17489,17233,AIPAC,Analyst,1,0,Neutral,Media,Junior,Junior,Cubicle,9,Ineligible
426,62613,68376,19030,21894,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,46,Ineligible
428,249219,270817,183953,210845,AIPAC,VP,9,32,Neutral,Real Estate,VP,Senior,Shared,16,Ineligible
433,84659,88447,28311,23812,AIPAC,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,30,Ineligible
434,1877275,2417345,5643797,7221633,AIPAC,MD,18,362,Neutral,Real Estate,Executive,Senior,Corner,42,Ineligible
435,66210,73055,16967,21666,AIPAC,Analyst,1,0,Neutral,Real Estate,Junior,Junior,Cubicle,41,Ineligible
437,56656,53947,17838,17896,AIPAC,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,16,Ineligible
446,1740378,2299150,5288053,6872781,AIPAC,MD,20,331,Neutral,Real Estate,Executive,Senior,Corner,6,Ineligible
448,78697,83963,22478,28038,AIPAC,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,16,Ineligible
455,56890,55595,17147,15273,AIPAC,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,41,Ineligible
458,62898,64387,19916,20326,AIPAC,Analyst,2,0,Neutral,Law,Junior,Junior,Cubicle,28,Ineligible
459,269204,314004,214143,240920,AIPAC,VP,13,33,Neutral,Pharma,VP,Senior,Shared,15,Ineligible
463,67814,71548,22681,21496,AIPAC,Analyst,3,0,Neutral,Law,Junior,Junior,Cubicle,38,Ineligible
466,65549,71521,20215,21476,AIPAC,Analyst,3,0,Neutral,Retail,Junior,Junior,Cubicle,20,Ineligible
467,251924,280080,194459,229555,AIPAC,VP,9,30,Neutral,Pharma,VP,Senior,Shared,26,Ineligible
468,71059,73433,22292,23436,AIPAC,Analyst,2,0,Neutral,Real Estate,Junior,Junior,Cubicle,19,Ineligible
476,51773,57727,14720,21290,AIPAC,Analyst,1,0,Negative,Real Estate,Junior,Junior,Cubicle,23,Ineligible
484,59476,60418,20272,21468,AIPAC,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,18,Ineligible
490,98379,104025,48332,53340,AIPAC,Associate,6,2,Neutral,Media,Junior,Junior,Cubicle,42,Ineligible
492,59596,66335,17391,20008,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,41,Ineligible
500,64736,61588,19449,19235,AIPAC,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,8,Ineligible
504,58961,62514,18844,19213,AIPAC,Analyst,1,0,Neutral,Tech,Junior,Junior,Cubicle,8,Ineligible
509,74310,72220,25423,16689,AIPAC,Analyst,3,0,Positive,Retail,Junior,Junior,Cubicle,8,Ineligible
511,79090,80570,23656,23616,AIPAC,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,22,Ineligible
514,65777,71244,17716,20494,AIPAC,Analyst,2,0,Neutral,Real Estate,Junior,Junior,Cubicle,45,Ineligible
522,128342,137270,59624,65799,AIPAC,Associate,6,5,Positive,Tech,Junior,Junior,Cubicle,25,Ineligible
525,87576,85199,31650,22471,AIPAC,Analyst,2,0,Positive,Media,Junior,Junior,Cubicle,38,Ineligible
536,57181,61758,16160,17836,AIPAC,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,16,Ineligible
542,63299,63649,19121,15849,AIPAC,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,30,Ineligible
554,61196,64577,18800,16388,AIPAC,Analyst,2,0,Neutral,Real Estate,Junior,Junior,Cubicle,43,Ineligible
561,74851,78385,21963,23793,AIPAC,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,19,Ineligible
565,66791,75234,19329,29145,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,12,Ineligible
569,82170,82549,25726,24911,AIPAC,Analyst,3,0,Positive,Real Estate,Junior,Junior,Cubicle,34,Ineligible
570,89907,92108,45176,43996,AIPAC,Associate,3,3,Neutral,Tech,Junior,Junior,Cubicle,35,Ineligible
571,63624,63412,16883,20311,AIPAC,Analyst,3,0,Neutral,Media,Junior,Junior,Cubicle,14,Ineligible
575,94706,105960,46045,50284,AIPAC,Associate,5,3,Neutral,Retail,Junior,Junior,Cubicle,25,Ineligible
577,61940,64612,16793,21152,AIPAC,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,28,Ineligible
579,71392,74687,20244,21314,AIPAC,Analyst,2,0,Positive,Retail,Junior,Junior,Cubicle,37,Ineligible
583,68759,69709,22377,18490,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,5,Ineligible
587,65162,68645,19806,22387,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,6,Ineligible
592,66254,73920,20550,23841,AIPAC,Analyst,2,0,Neutral,Tech,Junior,Junior,Cubicle,8,Ineligible
594,59680,66580,18103,21725,AIPAC,Analyst,2,0,Neutral,Tech,Junior,Junior,Cubicle,36,Ineligible
596,91090,95649,41817,48359,AIPAC,Associate,5,3,Neutral,Tech,Junior,Junior,Cubicle,11,Ineligible
597,66095,72604,20982,21444,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,46,Ineligible
600,70384,76966,18770,21762,AIPAC,Analyst,2,0,Neutral,Real Estate,Junior,Junior,Cubicle,19,Ineligible
602,97678,103659,44748,49886,AIPAC,Associate,3,4,Neutral,Tech,Junior,Junior,Cubicle,37,Ineligible
604,65783,68367,17143,22779,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,3,Ineligible
611,248394,284423,191131,225425,AIPAC,VP,10,29,Neutral,Pharma,VP,Senior,Shared,33,Ineligible
613,56506,59790,18088,19037,AIPAC,Analyst,2,0,Negative,Pharma,Junior,Junior,Cubicle,45,Ineligible
618,75323,80217,23400,22397,AIPAC,Analyst,1,0,Positive,Pharma,Junior,Junior,Cubicle,45,Ineligible
622,1741479,2185116,5197778,6399323,AIPAC,MD,18,333,Neutral,Pharma,Executive,Senior,Corner,46,Ineligible
628,61604,68899,18443,21455,AIPAC,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,26,Ineligible
629,57690,60481,16503,20243,AIPAC,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,32,Ineligible
636,65733,62599,22045,17004,AIPAC,Analyst,2,0,Neutral,Real Estate,Junior,Junior,Cubicle,13,Ineligible
639,65631,78451,24192,23430,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,35,Ineligible
642,79322,85465,24620,28291,AIPAC,Analyst,2,0,Positive,Retail,Junior,Junior,Cubicle,13,Ineligible
644,268742,322993,206538,240443,AIPAC,VP,14,28,Positive,Tech,VP,Senior,Shared,10,Ineligible
649,84133,88905,27626,25261,AIPAC,Analyst,3,0,Positive,Retail,Junior,Junior,Cubicle,39,Ineligible
651,60740,65541,19159,15431,AIPAC,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,30,Ineligible
654,259781,275412,225543,223563,AIPAC,VP,10,33,Neutral,Real Estate,VP,Senior,Shared,11,Ineligible
666,1767668,2276035,5335948,6834835,AIPAC,MD,27,330,Positive,Tech,Executive,Senior,Corner,31,Eligible
668,76380,77639,20813,26619,AIPAC,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,24,Ineligible
669,62110,65605,16700,18657,AIPAC,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,18,Ineligible
672,75444,77987,22760,20434,AIPAC,Analyst,3,0,Positive,Pharma,Junior,Junior,Cubicle,43,Ineligible
674,82689,77256,38760,41242,AIPAC,Associate,6,2,Negative,Media,Junior,Junior,Cubicle,20,Ineligible
678,103506,116527,52614,65536,AIPAC,Associate,5,5,Neutral,Media,Junior,Junior,Cubicle,30,Ineligible
697,97892,104413,41040,57955,AIPAC,Associate,4,4,Neutral,Pharma,Junior,Junior,Cubicle,39,Ineligible
703,98896,103329,48466,54622,AIPAC,Associate,5,2,Positive,Tech,Junior,Junior,Cubicle,14,Ineligible
710,80751,85349,25872,23580,AIPAC,Analyst,3,0,Positive,Retail,Junior,Junior,Cubicle,32,Ineligible
711,54663,56919,18341,19272,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,43,Ineligible
715,53929,57593,16137,17895,AIPAC,Analyst,2,0,Negative,Pharma,Junior,Junior,Cubicle,7,Ineligible
716,104377,111060,51279,52509,AIPAC,Associate,6,3,Neutral,Retail,Junior,Junior,Cubicle,44,Ineligible
718,77040,90536,19609,30478,AIPAC,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,35,Ineligible
723,118387,119899,59792,62636,AIPAC,Associate,4,4,Positive,Pharma,Junior,Junior,Cubicle,5,Ineligible
726,1780267,2321508,5336475,7026744,AIPAC,MD,24,337,Neutral,Media,Executive,Senior,Corner,35,Eligible
728,62487,67440,20822,20043,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,38,Ineligible
733,100125,104240,51946,50325,AIPAC,Associate,4,3,Positive,Retail,Junior,Junior,Cubicle,21,Ineligible
737,75969,74202,24730,21930,AIPAC,Analyst,1,0,Positive,Tech,Junior,Junior,Cubicle,6,Ineligible
739,66106,63166,21555,23087,AIPAC,Analyst,2,0,Neutral,Real Estate,Junior,Junior,Cubicle,45,Ineligible
749,61228,66965,17893,17811,AIPAC,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,35,Ineligible
751,82704,90446,24130,30908,AIPAC,Analyst,2,0,Positive,Pharma,Junior,Junior,Cubicle,18,Ineligible
752,73139,70663,24270,16340,AIPAC,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,43,Ineligible
754,268206,318140,213893,266143,AIPAC,VP,8,32,Positive,Pharma,VP,Senior,Shared,16,Ineligible
757,57820,64726,13781,17880,AIPAC,Analyst,2,0,Neutral,Tech,Junior,Junior,Cubicle,43,Ineligible
758,64182,66820,23525,18291,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,22,Ineligible
763,91450,100183,46922,51660,AIPAC,Associate,6,2,Neutral,Retail,Junior,Junior,Cubicle,37,Ineligible
766,81472,88140,28021,21986,AIPAC,Analyst,2,0,Positive,Law,Junior,Junior,Cubicle,6,Ineligible
769,235150,267027,188996,203888,AIPAC,VP,9,30,Neutral,Law,VP,Senior,Shared,5,Ineligible
774,269892,289693,218866,219545,AIPAC,VP,14,32,Neutral,Tech,VP,Senior,Shared,42,Ineligible
777,75155,81915,22751,26680,AIPAC,Analyst,3,0,Positive,Media,Junior,Junior,Cubicle,26,Ineligible
780,55944,55594,19225,15835,AIPAC,Analyst,2,0,Negative,Media,Junior,Junior,Cubicle,17,Ineligible
785,272505,287057,218874,208267,AIPAC,VP,13,34,Neutral,Media,VP,Senior,Shared,46,Ineligible
786,252590,292335,195446,220112,AIPAC,VP,12,31,Neutral,Pharma,VP,Senior,Shared,36,Ineligible
788,75662,78279,19708,24125,AIPAC,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,1,Ineligible
789,1870689,2526143,5656588,7706060,AIPAC,MD,18,360,Neutral,Real Estate,Executive,Senior,Corner,45,Ineligible
792,83633,87665,26284,27483,AIPAC,Analyst,3,0,Positive,Retail,Junior,Junior,Cubicle,29,Ineligible
798,62667,56712,20293,21405,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,19,Ineligible
805,100047,103802,50680,46798,AIPAC,Associate,5,3,Neutral,Real Estate,Junior,Junior,Cubicle,31,Ineligible
806,252058,315103,209150,255454,AIPAC,VP,14,28,Neutral,Pharma,VP,Senior,Shared,3,Ineligible
813,268491,317755,219529,244113,AIPAC,VP,15,31,Neutral,Pharma,VP,Senior,Shared,37,Ineligible
815,1824830,2328860,5457761,6997310,AIPAC,MD,15,353,Neutral,Tech,Executive,Senior,Corner,32,Ineligible
823,263919,278110,204166,221610,AIPAC,VP,14,27,Positive,Retail,VP,Senior,Shared,14,Ineligible
826,75430,72490,21539,19624,AIPAC,Analyst,1,0,Positive,Real Estate,Junior,Junior,Cubicle,4,Ineligible
830,1660124,2118133,5025066,6382275,AIPAC,MD,19,315,Neutral,Real Estate,Executive,Senior,Corner,5,Ineligible
839,69479,72805,21330,21565,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,35,Ineligible
841,88952,98062,42715,48261,AIPAC,Associate,4,2,Neutral,Pharma,Junior,Junior,Cubicle,2,Ineligible
842,1964729,2342926,5952799,6888238,AIPAC,MD,14,385,Neutral,Law,Executive,Senior,Corner,19,Ineligible
843,81213,85187,26490,25712,AIPAC,Analyst,2,0,Positive,Pharma,Junior,Junior,Cubicle,33,Ineligible
847,79204,90477,16420,30325,AIPAC,Analyst,2,0,Positive,Media,Junior,Junior,Cubicle,20,Ineligible
848,66744,65211,20276,22707,AIPAC,Analyst,3,0,Neutral,Retail,Junior,Junior,Cubicle,11,Ineligible
859,68260,69486,19672,19518,AIPAC,Analyst,2,0,Positive,Pharma,Junior,Junior,Cubicle,25,Ineligible
860,64642,67163,19439,23006,AIPAC,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,40,Ineligible
864,66436,68505,18802,19263,AIPAC,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,20,Ineligible
866,65818,68260,20222,21972,AIPAC,Analyst,3,0,Neutral,Pharma,Junior,Junior,Cubicle,12,Ineligible
868,55854,59051,14467,17662,AIPAC,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,38,Ineligible
869,66258,70024,21176,20267,AIPAC,Analyst,1,0,Neutral,Tech,Junior,Junior,Cubicle,17,Ineligible
870,65780,72313,23079,20814,AIPAC,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,10,Ineligible
872,75682,74548,22862,23770,AIPAC,Analyst,2,0,Positive,Retail,Junior,Junior,Cubicle,15,Ineligible
885,80498,78150,43050,38989,AIPAC,Associate,4,3,Negative,Pharma,Junior,Junior,Cubicle,20,Ineligible
887,1623144,2052364,4934084,6054570,AIPAC,MD,23,304,Neutral,Tech,Executive,Senior,Corner,29,Eligible
889,81337,84609,27055,25326,AIPAC,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,24,Ineligible
890,74880,78408,24241,23037,AIPAC,Analyst,1,0,Positive,Real Estate,Junior,Junior,Cubicle,34,Ineligible
