ID,SalaryPY,SalaryCY,BonusPY,BonusCY,Region,Title,Years,Reports,Review,Sector,Level,Career,Office,Floor,Retirement
97,71870,81914,21934,29216,North America,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,1,Ineligible
102,81251,88162,23332,18862,North America,Analyst,3,0,Neutral,Retail,Junior,Junior,Cubicle,38,Ineligible
105,75060,79581,24537,28540,North America,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,10,Ineligible
108,1753729,2046944,5222284,6188591,North America,MD,21,328,Positive,Law,Executive,Senior,Corner,25,Eligible
111,71199,74647,22549,21220,North America,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,23,Ineligible
112,100464,95439,51071,43290,North America,Associate,4,3,Neutral,Real Estate,Junior,Junior,Cubicle,4,Ineligible
113,92454,99561,47077,44220,North America,Associate,4,4,Negative,Media,Junior,Junior,Cubicle,18,Ineligible
114,72239,76405,19061,20329,North America,Analyst,2,0,Neutral,Law,Junior,Junior,Cubicle,46,Ineligible
115,70081,70417,20111,20219,North America,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,5,Ineligible
116,92215,103551,45847,48047,North America,Associate,4,3,Neutral,Tech,Junior,Junior,Cubicle,10,Ineligible
117,1870541,2271706,5644443,6914960,North America,MD,14,361,Neutral,Tech,Executive,Senior,Corner,26,Ineligible
119,76159,80181,19824,23466,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,32,Ineligible
120,68118,70593,19088,22388,North America,Analyst,2,0,Negative,Real Estate,Junior,Junior,Cubicle,34,Ineligible
132,87964,84728,24925,29324,North America,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,33,Ineligible
134,1908376,2155221,5683754,6563681,North America,MD,16,369,Neutral,Tech,Executive,Senior,Corner,23,Ineligible
141,86805,86780,27596,29359,North America,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,42,Ineligible
142,118021,113138,59064,61898,North America,Associate,6,3,Neutral,Retail,Junior,Junior,Cubicle,33,Ineligible
148,84483,83274,22927,25571,North America,Analyst,3,0,Positive,Pharma,Junior,Junior,Cubicle,28,Ineligible
149,1819831,2267028,5430313,6735348,North America,MD,17,350,Neutral,Law,Executive,Senior,Corner,3,Ineligible
150,68191,74729,19129,21114,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,2,Ineligible
157,91860,100162,24281,33258,North America,Analyst,2,0,Positive,Retail,Junior,Junior,Cubicle,27,Ineligible
173,280595,300389,231572,239167,North America,VP,13,33,Neutral,Real Estate,VP,Senior,Shared,33,Ineligible
175,70321,77598,20492,18696,North America,Analyst,2,0,Neutral,Real Estate,Junior,Junior,Cubicle,12,Ineligible
177,84514,89194,27623,27707,North America,Analyst,3,0,Positive,Retail,Junior,Junior,Cubicle,27,Ineligible
180,1613647,2047957,4858722,6134338,North America,MD,25,298,Neutral,Retail,Executive,Senior,Corner,41,Eligible
181,86499,96617,27097,26588,North America,Analyst,2,0,Positive,Retail,Junior,Junior,Cubicle,11,Ineligible
182,81926,83999,27624,27155,North America,Analyst,3,0,Neutral,Real Estate,Junior,Junior,Cubicle,5,Ineligible
185,87744,89415,24920,28010,North America,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,1,Ineligible
186,115881,123177,55307,63009,North America,Associate,5,3,Neutral,Tech,Junior,Junior,Cubicle,24,Ineligible
189,1647805,1864604,4865885,5642001,North America,MD,20,307,Positive,Retail,Executive,Senior,Corner,14,Ineligible
194,82857,81579,24004,24494,North America,Analyst,2,0,Positive,Pharma,Junior,Junior,Cubicle,24,Ineligible
195,1887726,2374424,5603287,7145746,North America,MD,16,361,Positive,Real Estate,Executive,Senior,Corner,11,Ineligible
200,256367,263818,200292,204089,North America,VP,14,29,Neutral,Media,VP,Senior,Shared,45,Ineligible
201,66939,77635,19973,22720,North America,Analyst,2,0,Neutral,Real Estate,Junior,Junior,Cubicle,43,Ineligible
206,90068,93801,25343,23731,North America,Analyst,3,0,Positive,Tech,Junior,Junior,Cubicle,24,Ineligible
210,101605,108470,52295,51342,North America,Associate,5,3,Neutral,Real Estate,Junior,Junior,Cubicle,32,Ineligible
211,127278,131648,63596,55234,North America,Associate,4,5,Positive,Retail,Junior,Junior,Cubicle,44,Ineligible
215,86847,84719,28224,23419,North America,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,20,Ineligible
218,81346,89887,19207,28090,North America,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,2,Ineligible
219,84783,89982,27346,28541,North America,Analyst,2,0,Positive,Pharma,Junior,Junior,Cubicle,15,Ineligible
222,287355,310196,226048,241963,North America,VP,15,30,Positive,Tech,VP,Senior,Shared,7,Ineligible
223,70440,73234,19937,20546,North America,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,18,Ineligible
228,113296,125095,57934,61139,North America,Associate,5,2,Positive,Retail,Junior,Junior,Cubicle,40,Ineligible
231,1912794,2361439,5735496,7042641,North America,MD,16,367,Positive,Pharma,Executive,Senior,Corner,35,Ineligible
234,267709,299734,207933,234026,North America,VP,8,30,Positive,Pharma,VP,Senior,Shared,30,Ineligible
242,74398,77184,25806,20900,North America,Analyst,3,0,Neutral,Retail,Junior,Junior,Cubicle,15,Ineligible
244,1720286,2281625,5218503,6921425,North America,MD,13,330,Neutral,Tech,Executive,Senior,Corner,43,Ineligible
246,1845153,2329090,5568707,6941320,North America,MD,21,351,Neutral,Tech,Executive,Senior,Corner,5,Eligible
247,86589,87410,25975,30286,North America,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,20,Ineligible
249,68491,67979,19002,20553,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,33,Ineligible
255,103915,105740,52885,48753,North America,Associate,5,3,Neutral,Real Estate,Junior,Junior,Cubicle,29,Ineligible
258,1844490,2193361,5503907,6376239,North America,MD,20,352,Neutral,Real Estate,Executive,Senior,Corner,19,Ineligible
263,116645,122888,54556,58145,North America,Associate,7,4,Neutral,Pharma,Junior,Junior,Cubicle,44,Ineligible
269,283723,328676,226324,241316,North America,VP,15,31,Neutral,Law,VP,Senior,Shared,1,Ineligible
270,80622,83266,20169,26994,North America,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,24,Ineligible
275,75029,80759,22845,28745,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,9,Ineligible
276,73422,73938,19757,24438,North America,Analyst,2,0,Neutral,Tech,Junior,Junior,Cubicle,9,Ineligible
277,66538,67746,18037,23360,North America,Analyst,1,0,Neutral,Media,Junior,Junior,Cubicle,46,Ineligible
286,110012,131722,61549,69761,North America,Associate,6,3,Neutral,Media,Junior,Junior,Cubicle,41,Ineligible
287,89077,95482,23377,29429,North America,Analyst,2,0,Positive,Media,Junior,Junior,Cubicle,42,Ineligible
288,69848,71229,20333,22846,North America,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,16,Ineligible
289,105381,107774,49546,54009,North America,Associate,4,3,Neutral,Media,Junior,Junior,Cubicle,44,Ineligible
291,112787,117247,57816,57723,North America,Associate,5,3,Positive,Real Estate,Junior,Junior,Cubicle,10,Ineligible
292,96206,100576,47545,54346,North America,Associate,4,3,Negative,Law,Junior,Junior,Cubicle,24,Ineligible
294,120539,125774,59939,67170,North America,Associate,6,3,Positive,Tech,Junior,Junior,Cubicle,1,Ineligible
296,72688,75643,21546,20125,North America,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,44,Ineligible
299,1810826,2226051,5486625,6752423,North America,MD,19,347,Neutral,Law,Executive,Senior,Corner,28,Ineligible
303,234659,252963,197361,196110,North America,VP,7,27,Neutral,Tech,VP,Senior,Shared,3,Ineligible
304,1971483,2433657,5827290,7425977,North America,MD,22,376,Neutral,Media,Executive,Senior,Corner,28,Eligible
308,97782,109767,47430,56420,North America,Associate,5,3,Negative,Real Estate,Junior,Junior,Cubicle,5,Ineligible
311,133231,146293,67173,69097,North America,Associate,8,3,Positive,Real Estate,Junior,Junior,Cubicle,39,Ineligible
313,80438,84974,20336,28134,North America,Analyst,2,0,Positive,Retail,Junior,Junior,Cubicle,9,Ineligible
315,96735,98549,44743,48936,North America,Associate,5,3,Neutral,Pharma,Junior,Junior,Cubicle,7,Ineligible
316,1724284,2170247,5169649,6579072,North America,MD,21,325,Neutral,Real Estate,Executive,Senior,Corner,44,Eligible
317,262376,300183,213696,241673,North America,VP,10,29,Positive,Tech,VP,Senior,Shared,16,Ineligible
318,74154,79655,23400,20646,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,19,Ineligible
319,248970,264173,199625,211206,North America,VP,9,28,Neutral,Media,VP,Senior,Shared,15,Ineligible
328,1745931,2357591,5246099,6886925,North America,MD,20,332,Negative,Pharma,Executive,Senior,Corner,16,Ineligible
339,81247,86202,25994,23504,North America,Analyst,2,0,Positive,Media,Junior,Junior,Cubicle,19,Ineligible
340,88045,95579,23262,32219,North America,Analyst,1,0,Positive,Media,Junior,Junior,Cubicle,30,Ineligible
341,70340,76970,25088,18229,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,3,Ineligible
342,93292,98233,26480,35610,North America,Analyst,3,0,Positive,Tech,Junior,Junior,Cubicle,6,Ineligible
344,63559,70067,18411,18556,North America,Analyst,1,0,Neutral,Real Estate,Junior,Junior,Cubicle,28,Ineligible
347,84015,88251,29609,26062,North America,Analyst,1,0,Positive,Pharma,Junior,Junior,Cubicle,28,Ineligible
349,90392,104219,25388,25917,North America,Analyst,3,0,Positive,Tech,Junior,Junior,Cubicle,37,Ineligible
351,103054,119599,55013,59301,North America,Associate,6,3,Neutral,Real Estate,Junior,Junior,Cubicle,9,Ineligible
352,85085,86749,23525,25151,North America,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,19,Ineligible
355,267041,293212,214226,229408,North America,VP,15,29,Neutral,Pharma,VP,Senior,Shared,27,Ineligible
360,1734820,2202837,5259519,6590580,North America,MD,14,334,Neutral,Retail,Executive,Senior,Corner,25,Ineligible
366,101361,114142,48626,57836,North America,Associate,5,2,Neutral,Retail,Junior,Junior,Cubicle,22,Ineligible
370,88372,93604,23885,28128,North America,Analyst,3,0,Positive,Tech,Junior,Junior,Cubicle,17,Ineligible
371,74093,79793,21987,23869,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,25,Ineligible
378,77274,77600,26981,24408,North America,Analyst,2,0,Neutral,Tech,Junior,Junior,Cubicle,44,Ineligible
380,76427,81162,24801,26522,North America,Analyst,2,0,Neutral,Tech,Junior,Junior,Cubicle,24,Ineligible
383,296749,361387,228576,278912,North America,VP,13,34,Positive,Tech,VP,Senior,Shared,42,Ineligible
388,76475,72884,25873,22837,North America,Analyst,3,0,Neutral,Pharma,Junior,Junior,Cubicle,27,Ineligible
390,91018,99152,45096,46238,North America,Associate,4,2,Neutral,Pharma,Junior,Junior,Cubicle,17,Ineligible
395,83575,87985,23862,24525,North America,Analyst,1,0,Positive,Tech,Junior,Junior,Cubicle,8,Ineligible
401,86521,84156,24736,23072,North America,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,47,Ineligible
402,75259,77811,22380,24099,North America,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,11,Ineligible
403,72668,80152,23113,20853,North America,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,45,Ineligible
405,66538,74245,20207,26329,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,40,Ineligible
409,68776,68445,17118,20902,North America,Analyst,1,0,Neutral,Retail,Junior,Junior,Cubicle,21,Ineligible
413,1755357,2126593,5205339,6444260,North America,MD,27,329,Negative,Tech,Executive,Senior,Corner,38,Eligible
415,1701916,1877866,5117074,5536579,North America,MD,25,318,Neutral,Tech,Executive,Senior,Corner,22,Eligible
418,67780,68892,17524,17715,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,44,Ineligible
423,132156,146781,60906,71686,North America,Associate,5,5,Positive,Retail,Junior,Junior,Cubicle,24,Ineligible
424,67377,65888,16952,22423,North America,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,8,Ineligible
425,72897,81346,19789,25244,North America,Analyst,3,0,Neutral,Media,Junior,Junior,Cubicle,26,Ineligible
427,284645,307514,215253,233784,North America,VP,13,33,Neutral,Law,VP,Senior,Shared,13,Ineligible
430,106908,109302,50205,55369,North America,Associate,5,3,Neutral,Real Estate,Junior,Junior,Cubicle,37,Ineligible
432,70293,77062,20050,23622,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,1,Ineligible
436,89866,95700,27113,33292,North America,Analyst,2,0,Positive,Retail,Junior,Junior,Cubicle,41,Ineligible
439,90446,94059,23529,26189,North America,Analyst,2,0,Positive,Retail,Junior,Junior,Cubicle,37,Ineligible
440,86019,83052,24390,20451,North America,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,18,Ineligible
441,72933,66652,21830,19854,North America,Analyst,3,0,Neutral,Pharma,Junior,Junior,Cubicle,28,Ineligible
443,1823535,2279384,5494779,6994442,North America,MD,25,344,Negative,Tech,Executive,Senior,Corner,26,Eligible
445,71385,72950,21689,21451,North America,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,22,Ineligible
450,92406,99500,24261,30542,North America,Analyst,2,0,Positive,Pharma,Junior,Junior,Cubicle,15,Ineligible
454,265866,289006,215127,213536,North America,VP,9,29,Positive,Real Estate,VP,Senior,Shared,43,Ineligible
456,94810,99777,43879,51380,North America,Associate,4,2,Neutral,Pharma,Junior,Junior,Cubicle,29,Ineligible
457,1847968,2255473,5571620,6690567,North America,MD,21,348,Positive,Tech,Executive,Senior,Corner,14,Eligible
460,74487,73781,20631,20329,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,18,Ineligible
461,299225,319034,251257,249685,North America,VP,15,32,Positive,Real Estate,VP,Senior,Shared,43,Ineligible
477,100446,114595,54961,60385,North America,Associate,4,3,Neutral,Tech,Junior,Junior,Cubicle,26,Ineligible
478,283277,283602,216469,219637,North America,VP,13,32,Neutral,Real Estate,VP,Senior,Shared,21,Ineligible
481,273456,317422,207627,235891,North America,VP,12,33,Neutral,Tech,VP,Senior,Shared,24,Ineligible
485,73075,76804,20003,22527,North America,Analyst,2,0,Neutral,Real Estate,Junior,Junior,Cubicle,40,Ineligible
491,71334,80430,22530,29378,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,39,Ineligible
497,94417,99828,27691,36430,North America,Analyst,3,0,Positive,Media,Junior,Junior,Cubicle,23,Ineligible
498,117269,134221,59635,63655,North America,Associate,5,3,Positive,Media,Junior,Junior,Cubicle,10,Ineligible
501,73737,73385,19943,26006,North America,Analyst,2,0,Neutral,Tech,Junior,Junior,Cubicle,37,Ineligible
507,70083,71612,16700,16296,North America,Analyst,2,0,Neutral,Tech,Junior,Junior,Cubicle,34,Ineligible
513,68666,71227,20017,16890,North America,Analyst,1,0,Neutral,Media,Junior,Junior,Cubicle,35,Ineligible
516,254502,276988,206385,220400,North America,VP,10,30,Neutral,Media,VP,Senior,Shared,35,Ineligible
518,74542,77792,23231,25016,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,4,Ineligible
524,89453,101324,30886,32789,North America,Analyst,3,0,Positive,Real Estate,Junior,Junior,Cubicle,38,Ineligible
526,110059,112786,50690,53022,North America,Associate,5,4,Neutral,Tech,Junior,Junior,Cubicle,20,Ineligible
528,108486,110619,52779,52724,North America,Associate,5,4,Neutral,Real Estate,Junior,Junior,Cubicle,10,Ineligible
530,123544,135045,65320,61294,North America,Associate,4,5,Positive,Tech,Junior,Junior,Cubicle,35,Ineligible
540,78726,89762,29272,24716,North America,Analyst,2,0,Neutral,Tech,Junior,Junior,Cubicle,46,Ineligible
543,121224,129570,56718,61216,North America,Associate,5,3,Positive,Tech,Junior,Junior,Cubicle,7,Ineligible
548,99745,95168,52655,47257,North America,Associate,5,2,Neutral,Media,Junior,Junior,Cubicle,29,Ineligible
550,80633,87900,20843,27738,North America,Analyst,1,0,Positive,Retail,Junior,Junior,Cubicle,36,Ineligible
557,75181,77073,20101,22512,North America,Analyst,3,0,Neutral,Real Estate,Junior,Junior,Cubicle,33,Ineligible
562,107033,114557,54755,63401,North America,Associate,4,2,Positive,Real Estate,Junior,Junior,Cubicle,22,Ineligible
563,72501,72539,23026,21340,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,21,Ineligible
566,65400,64103,20328,17794,North America,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,18,Ineligible
572,67525,71924,21734,22715,North America,Analyst,2,0,Neutral,Law,Junior,Junior,Cubicle,39,Ineligible
576,91521,97840,29577,34910,North America,Analyst,3,0,Positive,Real Estate,Junior,Junior,Cubicle,8,Ineligible
581,88570,93860,27053,27600,North America,Analyst,2,0,Positive,Retail,Junior,Junior,Cubicle,19,Ineligible
582,76804,86616,21998,27130,North America,Analyst,3,0,Neutral,Media,Junior,Junior,Cubicle,35,Ineligible
585,228449,258838,190501,210997,North America,VP,10,25,Neutral,Real Estate,VP,Senior,Shared,35,Ineligible
586,112475,119129,58706,53569,North America,Associate,7,4,Neutral,Retail,Junior,Junior,Cubicle,43,Ineligible
588,88501,94800,50795,49819,North America,Associate,2,3,Neutral,Real Estate,Junior,Junior,Cubicle,32,Ineligible
599,122453,135768,57106,72274,North America,Associate,6,3,Positive,Tech,Junior,Junior,Cubicle,30,Ineligible
601,106866,105149,56336,53105,North America,Associate,6,4,Neutral,Real Estate,Junior,Junior,Cubicle,24,Ineligible
609,84718,86437,24321,28190,North America,Analyst,3,0,Positive,Media,Junior,Junior,Cubicle,11,Ineligible
612,70490,81365,20490,27841,North America,Analyst,1,0,Neutral,Media,Junior,Junior,Cubicle,47,Ineligible
617,83343,83406,26774,28538,North America,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,6,Ineligible
619,110852,125064,51519,66879,North America,Associate,5,2,Positive,Retail,Junior,Junior,Cubicle,10,Ineligible
620,274039,322469,224044,261397,North America,VP,13,31,Neutral,Pharma,VP,Senior,Shared,17,Ineligible
626,1806252,2252875,5408899,6678208,North America,MD,23,338,Positive,Media,Executive,Senior,Corner,14,Eligible
627,72612,79036,22381,22764,North America,Analyst,1,0,Neutral,Pharma,Junior,Junior,Cubicle,33,Ineligible
630,278558,279510,224814,229438,North America,VP,14,28,Positive,Tech,VP,Senior,Shared,24,Ineligible
637,100133,111543,48096,57764,North America,Associate,5,2,Neutral,Law,Junior,Junior,Cubicle,16,Ineligible
640,79041,81021,25452,24508,North America,Analyst,3,0,Neutral,Media,Junior,Junior,Cubicle,36,Ineligible
641,249069,270117,193345,218550,North America,VP,6,27,Positive,Tech,VP,Senior,Shared,13,Ineligible
645,281248,306096,213801,235961,North America,VP,11,33,Neutral,Tech,VP,Senior,Shared,28,Ineligible
647,84401,85845,28803,25359,North America,Analyst,3,0,Positive,Real Estate,Junior,Junior,Cubicle,17,Ineligible
648,90894,101998,28582,34915,North America,Analyst,2,0,Positive,Retail,Junior,Junior,Cubicle,2,Ineligible
652,85453,91701,29218,25945,North America,Analyst,2,0,Positive,Retail,Junior,Junior,Cubicle,44,Ineligible
658,68151,69811,20779,18935,North America,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,16,Ineligible
659,1843504,2244417,5486850,6808162,North America,MD,17,351,Positive,Media,Executive,Senior,Corner,17,Ineligible
661,276351,274631,233392,232099,North America,VP,10,31,Positive,Media,VP,Senior,Shared,19,Ineligible
662,98390,95886,43343,52013,North America,Associate,5,2,Neutral,Law,Junior,Junior,Cubicle,43,Ineligible
664,76221,78856,22068,23716,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,10,Ineligible
667,1743989,2307554,5232850,6966146,North America,MD,18,329,Positive,Media,Executive,Senior,Corner,20,Ineligible
670,67088,64547,20711,21228,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,15,Ineligible
671,84883,90496,24912,29461,North America,Analyst,1,0,Positive,Real Estate,Junior,Junior,Cubicle,16,Ineligible
673,1692004,2195756,5109004,6560125,North America,MD,23,317,Neutral,Media,Executive,Senior,Corner,45,Eligible
676,303201,339363,251874,259931,North America,VP,17,34,Neutral,Tech,VP,Senior,Shared,16,Ineligible
685,85198,89489,27506,26578,North America,Analyst,2,0,Positive,Media,Junior,Junior,Cubicle,11,Ineligible
687,79931,82814,25550,22934,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,25,Ineligible
688,71866,71610,21282,19702,North America,Analyst,2,0,Neutral,Law,Junior,Junior,Cubicle,14,Ineligible
689,83356,79065,27184,25793,North America,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,34,Ineligible
691,87425,92660,27053,22978,North America,Analyst,2,0,Positive,Pharma,Junior,Junior,Cubicle,12,Ineligible
692,75825,79172,21939,23574,North America,Analyst,3,0,Neutral,Pharma,Junior,Junior,Cubicle,1,Ineligible
699,285890,302073,210294,240635,North America,VP,14,32,Neutral,Media,VP,Senior,Shared,19,Ineligible
700,278787,287210,226592,232580,North America,VP,14,28,Positive,Retail,VP,Senior,Shared,5,Ineligible
702,94209,100435,43717,52865,North America,Associate,4,2,Neutral,Real Estate,Junior,Junior,Cubicle,24,Ineligible
706,73870,74341,21199,24623,North America,Analyst,2,0,Neutral,Law,Junior,Junior,Cubicle,21,Ineligible
707,261393,291720,207902,225029,North America,VP,11,31,Neutral,Retail,VP,Senior,Shared,21,Ineligible
708,92392,94011,43212,45824,North America,Associate,4,2,Neutral,Retail,Junior,Junior,Cubicle,30,Ineligible
709,1887378,2425280,5634808,7215315,North America,MD,13,363,Positive,Pharma,Executive,Senior,Corner,15,Ineligible
712,231109,266253,192946,197017,North America,VP,7,25,Neutral,Pharma,VP,Senior,Shared,44,Ineligible
713,73201,77761,24456,20305,North America,Analyst,2,0,Neutral,Real Estate,Junior,Junior,Cubicle,5,Ineligible
717,74721,79713,27370,24525,North America,Analyst,3,0,Neutral,Tech,Junior,Junior,Cubicle,13,Ineligible
725,107235,114341,52232,50300,North America,Associate,6,4,Neutral,Real Estate,Junior,Junior,Cubicle,29,Ineligible
729,119952,128023,57031,67457,North America,Associate,5,3,Positive,Retail,Junior,Junior,Cubicle,22,Ineligible
742,83669,93684,30186,23078,North America,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,21,Ineligible
743,72339,82466,17796,21924,North America,Analyst,1,0,Neutral,Real Estate,Junior,Junior,Cubicle,15,Ineligible
746,2082619,2658759,6216486,8024376,North America,MD,12,404,Positive,Pharma,Executive,Senior,Corner,22,Ineligible
755,248967,279586,198004,211771,North America,VP,12,28,Neutral,Tech,VP,Senior,Shared,46,Ineligible
759,273626,319908,226268,256863,North America,VP,17,29,Neutral,Tech,VP,Senior,Shared,34,Ineligible
762,105414,109759,51777,57546,North America,Associate,6,3,Neutral,Media,Junior,Junior,Cubicle,19,Ineligible
767,74714,77950,23316,23220,North America,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,18,Ineligible
771,70776,79852,23921,27592,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,29,Ineligible
776,79600,83273,21238,25822,North America,Analyst,1,0,Positive,Tech,Junior,Junior,Cubicle,15,Ineligible
781,125319,141012,67779,63959,North America,Associate,5,4,Positive,Retail,Junior,Junior,Cubicle,17,Ineligible
783,91647,93046,27360,28397,North America,Analyst,3,0,Positive,Real Estate,Junior,Junior,Cubicle,13,Ineligible
784,1534044,1866856,4460033,5538923,North America,MD,17,287,Neutral,Media,Executive,Senior,Corner,42,Ineligible
790,86831,95975,22112,26726,North America,Analyst,2,0,Positive,Media,Junior,Junior,Cubicle,26,Ineligible
795,72168,67743,25206,19700,North America,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,33,Ineligible
801,1924198,2157017,5883867,6458008,North America,MD,17,372,Neutral,Tech,Executive,Senior,Corner,4,Ineligible
812,88161,94812,24035,27625,North America,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,26,Ineligible
816,76555,79076,23300,22644,North America,Analyst,3,0,Neutral,Pharma,Junior,Junior,Cubicle,4,Ineligible
819,74180,77712,19310,26054,North America,Analyst,3,0,Neutral,Pharma,Junior,Junior,Cubicle,22,Ineligible
821,76297,84457,21054,26559,North America,Analyst,1,0,Positive,Retail,Junior,Junior,Cubicle,46,Ineligible
829,1825905,2427845,5462186,7300928,North America,MD,18,349,Neutral,Tech,Executive,Senior,Corner,47,Ineligible
832,73146,72861,21084,21366,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,31,Ineligible
833,91071,96510,23969,31436,North America,Analyst,3,0,Positive,Pharma,Junior,Junior,Cubicle,16,Ineligible
835,1821493,2327838,5447707,7119692,North America,MD,19,347,Neutral,Tech,Executive,Senior,Corner,8,Ineligible
